Date,GPPObs,TERObs,NEEObs,GPPAss,TERAss,NEPAss
2015-07-08 00:00:00,5.202697088734758,-2.9409118953249505,3.0464527102081522,6.339405249192237,-2.8860637051834956,3.070961055685596
2015-07-09 00:00:00,6.075370903537779,-2.8264556057499206,2.7205162576397637,5.9061412214408335,-3.111491094134209,3.140554295957255
2015-07-10 00:00:00,6.777889295955324,-2.7045303223084054,2.9507819401677167,5.822904065572724,-3.2349634085534866,2.5477237418865273
2015-07-11 00:00:00,6.419808751216996,-2.867056704588612,2.18682372603226,6.348690661695359,-3.068589793636955,2.473703900791771
2015-07-12 00:00:00,6.05043777561909,-2.9214318230669583,1.93698644133325,6.073687337591509,-2.936051838729993,2.058771268963979
2015-07-13 00:00:00,6.6621270756548885,-2.9168624510224763,2.131580160102428,6.436518383179589,-3.025714535216815,2.635195869413833
2015-07-14 00:00:00,5.876345407405367,-2.8721576668442044,2.456132997085217,6.043614775975396,-3.0340137373751856,2.2146777905318196
2015-07-15 00:00:00,5.377735836636433,-2.949752759613496,2.423895040986694,5.670328274857724,-2.9275342038957297,2.473942968188588
2015-07-16 00:00:00,5.770179028776496,-3.0053792382711646,2.5793803102421107,6.015636262241426,-3.2023874219199358,1.816201314844243
2015-07-17 00:00:00,5.5416759319320725,-2.805866419301453,2.609586099839292,5.57213827437149,-3.256441805046122,1.4208207444560903
2015-07-18 00:00:00,5.568167958849033,-2.6821967749970406,2.5004407356494727,6.0247824222931685,-3.0061412191945487,1.0692290888469305
2015-07-19 00:00:00,5.5048263053174376,-2.7072494408546772,2.3391358146977246,6.14759451187823,-3.0269990082532092,1.2622876392133182
2015-07-20 00:00:00,5.724010860553332,-2.5190072398882912,2.1353488845283515,5.626984542222868,-3.214851046934629,1.6615729466456983
2015-07-21 00:00:00,6.4722531395539065,-2.729460829187526,2.3562983852652573,5.623543773773022,-3.2110311382057097,2.067863464485613
2015-07-22 00:00:00,6.323887271368935,-2.546130171704812,2.632119750799217,5.367845991027893,-3.1038433074341487,1.1412661963492343
2015-07-23 00:00:00,6.514136147010536,-2.5936714064227324,2.7149337220756653,5.637163631845297,-3.448962677629514,1.35582246279533
2015-07-24 00:00:00,5.162178531524392,-2.144716367100926,1.930967193795845,6.652886836523079,-3.3868739286444183,1.1710414770175972
2015-07-25 00:00:00,5.2501639280269945,-2.6052145029702323,1.4371840398595308,6.216262870576318,-3.406672359416685,1.7895604699307044
2015-07-26 00:00:00,4.871224550186913,-2.8676373154343615,1.9285956372831214,6.361158040916224,-3.572961142817152,1.7762461318647442
2015-07-27 00:00:00,4.375127369661308,-2.865973954069314,2.9657856739176327,6.192451142617521,-3.492895784750282,1.874116864777802
2015-07-28 00:00:00,4.188952741550569,-2.870124691380957,2.9154731830381033,6.059763629760008,-3.4582876657976453,1.5536343324477455
2015-07-29 00:00:00,4.344876303775831,-2.59379101805602,2.519779212427049,5.8565705544973,-3.4179968263593694,2.7553320256269576
2015-07-30 00:00:00,5.142069357693715,-2.8615914590821903,2.6122742946797426,5.345670301724635,-3.425234275019732,1.897641599159613
2015-07-31 00:00:00,4.496401868799215,-2.7814358382751094,1.8332388035631286,5.570323738887662,-3.5106397145025245,1.7687772273876021
2015-08-01 00:00:00,4.748745498631902,-2.680597390753426,2.7512416035903735,5.415664032138879,-3.627821502862663,1.9577062458679155
2015-08-02 00:00:00,4.644265909408461,-2.6877285334000423,2.7393838711641,4.989337387597053,-3.6236319264256074,1.8903565589941502
2015-08-03 00:00:00,4.641051796861983,-2.970586540441955,2.1967643616471784,5.613943000498548,-3.4261977077004158,1.5475452367598863
2015-08-04 00:00:00,5.368891670092697,-2.78986207051483,2.0909162129472696,5.620374496585545,-3.3521335669942647,0.6989480842021383
2015-08-05 00:00:00,5.6537504715462354,-2.6888311557583697,1.780089459908682,5.45819511651671,-3.3328084534455176,0.6825840850561369
2015-08-06 00:00:00,6.316431698695553,-2.714384732398576,2.68556079935909,6.094122996900166,-3.4469788680629123,0.5117851953789001
2015-08-07 00:00:00,5.967270350186989,-2.7932290646343536,2.417798215098397,5.017648537503758,-3.4449722305664805,1.8621618379646105
2015-08-08 00:00:00,5.387810551415988,-2.846600502578846,2.4373049959632795,5.716946100751766,-3.2864543852182693,3.2073831184106414
2015-08-09 00:00:00,5.2173933892718685,-2.930703712111082,2.7164506765680283,5.1898314277916695,-3.194247825301656,2.906484683644611
2015-08-10 00:00:00,5.355674951727668,-2.8831127653514703,2.085425781749387,5.320133713146568,-3.264578032333025,1.9104305728599011
2015-08-11 00:00:00,5.420503863739929,-2.937865771192443,2.2085245472069284,5.028768600318071,-3.6349119806238477,2.3740128503927664
2015-08-12 00:00:00,4.749475598292271,-3.1124661280259955,2.353449753572776,4.651044842845597,-3.6261479635636023,1.7533482007833432
2015-08-13 00:00:00,4.921530841927252,-3.276231912873598,1.301193015460511,5.434138139545667,-3.587096199121887,1.538047968143716
2015-08-14 00:00:00,5.12850522527558,-3.355284460405781,1.668574544205643,6.264626278801187,-3.617650440960478,1.342467717614
2015-08-15 00:00:00,6.539335804032429,-3.259749735279987,1.7596587641095396,5.907423857313355,-3.560984958252038,1.2783509638189248
2015-08-16 00:00:00,7.212583283800719,-3.2250577075125277,1.9413288144811363,5.900780311578984,-3.3304847557139037,1.3205014483530544
2015-08-17 00:00:00,6.2467656456183684,-3.156169250319619,2.023628914510783,5.771082891193329,-3.2823147708808564,0.8652818269850642
2015-08-18 00:00:00,5.8415776739285326,-3.0524795079609,2.2226084552116654,6.423419515872182,-3.0952295035359616,0.8657394640992888
2015-08-19 00:00:00,4.952565030844933,-3.162388896406878,2.9976503001868866,5.213820956715662,-3.307138482798596,1.7392924499820128
2015-08-20 00:00:00,4.751904170573812,-2.883313201803024,2.1287801735541643,5.414398189995426,-3.288113146753168,1.8659479361689653
2015-08-21 00:00:00,5.055880690768601,-2.968298353774245,1.9768111000802284,5.095237006977299,-3.4837166323283215,2.0438017486615014
2015-08-22 00:00:00,5.706408148143969,-3.0582879456911862,2.424666754893709,4.185163388678166,-3.419837146937555,1.0919603590128453
2015-08-23 00:00:00,5.265918050407016,-2.9638081556250193,2.652831980345403,4.357058383639952,-3.443025313736774,1.8638484697637092
2015-08-24 00:00:00,4.983769687096604,-3.2893185896760926,2.8088937515128483,5.390480334369188,-3.1752524846452648,1.7079018162293174
2015-08-25 00:00:00,4.1024174643439,-3.3463420747253436,4.089587129669957,5.141139772636048,-3.082374809133837,2.3854958765180374
2015-08-26 00:00:00,4.357123306775015,-3.0847200193647275,3.935771650627247,5.534694781996889,-2.9461396382360694,2.469707933433129
2015-08-27 00:00:00,4.1497881366447436,-3.3394573354584858,4.068104914827867,5.9793140263118865,-3.000639822692649,2.2429172304606406
2015-08-28 00:00:00,4.233625078497005,-3.0545850643111625,3.47234955831173,5.83679726138414,-3.0953496281543393,1.644251279253921
2015-08-29 00:00:00,4.1491104535328684,-2.7821781994012262,2.7251325478442157,5.780083387425303,-3.1605299535100007,2.7160296129350003
2015-08-30 00:00:00,4.416050436445219,-2.8766232632745092,2.494978682922096,5.058227353851716,-3.0736196774287032,2.96143258107632
2015-08-31 00:00:00,3.9261415921749436,-2.8406133761268433,2.7760254836773837,4.8944450930749195,-2.859976143206305,3.15441423896782
2015-09-01 00:00:00,3.6880322427981804,-2.687912917057638,2.840932240549594,5.349416956339021,-2.8333385604268013,3.628244420331586
2015-09-02 00:00:00,4.945063955968286,-2.809022228558511,2.879173258175315,5.376093864852605,-2.8832939890650966,3.399728706461996
2015-09-03 00:00:00,4.51592463008935,-2.700840629354369,2.6527734757792105,5.4929444492921595,-2.8996182622710305,3.613885073337392
2015-09-04 00:00:00,4.272306363030058,-2.8407168106683334,2.4249467460057095,5.488449764247256,-2.8943015011331834,3.1417939380150144
2015-09-05 00:00:00,5.216250959080777,-2.9141548792266567,2.3329229606667,6.171284855166865,-2.70058054135706,3.1944284021267726
2015-09-06 00:00:00,6.31409389376188,-3.0127575747764506,2.599297286392947,5.782527284776706,-2.6242254016120734,2.774640935168472
2015-09-07 00:00:00,5.579978571299376,-2.9231209570619057,2.828980720976295,6.164158717752694,-2.65205566103957,2.4981064773935695
2015-09-08 00:00:00,5.335743863990663,-2.7380879296856047,2.3361218311045393,5.946999102073617,-2.6835559831626297,2.4797114603494084
2015-09-09 00:00:00,5.418961063407576,-2.7887970306167125,2.595781388991665,6.295620420512702,-2.6865774287036266,2.0135444750263494
2015-09-10 00:00:00,5.9992566199349575,-2.984013043399302,2.299436422057259,5.571820794481804,-2.6670885205602395,2.17443238061316
2015-09-11 00:00:00,5.418178660778083,-3.105674862894941,2.4629108262410586,5.489446624245627,-2.735186917871156,2.076984907660325
2015-09-12 00:00:00,5.2602674321736895,-2.977876684995295,2.3630061898392842,5.220774028678739,-2.826300326251757,1.4399269592473936
2015-09-13 00:00:00,5.522263205985689,-2.655377445870051,2.8695126489770817,5.188806597700742,-2.7086377359365708,1.4540297400271829
2015-09-14 00:00:00,5.589681413034825,-2.6268815084712145,2.595314880298693,5.532728760421231,-2.7152115735402873,1.4928561174960688
2015-09-15 00:00:00,5.338230032259618,-2.7255483675576424,2.5863082325917994,5.492391317401012,-2.622119512734673,1.923517431865809
2015-09-16 00:00:00,5.237659052954349,-2.610750501911884,2.714932041599309,5.758031114126731,-2.473874297533335,2.0507772716480908
2015-09-17 00:00:00,4.70603346115721,-2.6846483661750042,2.3438497831074137,5.264973230417152,-2.473537404914832,2.5509748190456283
2015-09-18 00:00:00,4.721639947532573,-2.7621810722303812,2.318966604894479,4.817029503663166,-2.4865863796815746,2.6011469971175707
2015-09-19 00:00:00,4.718515218583604,-2.920113308134275,2.240009510135673,4.779630511713463,-2.188157369878433,2.2485072048162094
2015-09-20 00:00:00,4.887672601704555,-2.6182240936736805,2.1064076534135228,4.721035265974871,-2.280622371703732,2.1536197615245376
2015-09-21 00:00:00,4.727775398869792,-3.092668367761926,2.0287926168871686,4.609550733537356,-2.4879364416093184,1.970218253737901
2015-09-22 00:00:00,4.958752838560208,-2.8432580196818,2.4156889429636,4.206426381726648,-2.5530649285379554,2.134482235159747
2015-09-23 00:00:00,5.30289846543784,-2.8801953623008423,2.2069900587238043,4.761857164104167,-2.4011232273925027,2.096109359041356
2015-09-24 00:00:00,5.253293001202531,-2.893178316677543,2.3729192583941114,4.542328689672936,-2.589830749713026,1.8083921061623403
2015-09-25 00:00:00,5.270737971103033,-2.5035248673568775,2.4178616631888605,5.103747767200027,-2.668113586693522,1.8248816253736222
2015-09-26 00:00:00,5.173389410927959,-2.656193662332053,1.9884559372931503,4.938582387453452,-2.527838265900133,2.000297706680709
2015-09-27 00:00:00,5.073373890078976,-2.759747588925606,2.1729501427943205,5.068930077513144,-2.563970436670699,1.5910785390665239
2015-09-28 00:00:00,4.755536951825659,-2.7291055353636353,1.8017577166705503,5.120902876471802,-2.5706926938364987,1.7653439512811846
2015-09-29 00:00:00,4.844383704567388,-2.598948443093947,2.0461876630621605,4.586482070609734,-2.4557876935478338,1.212804628039291
2015-09-30 00:00:00,4.7684499177500745,-2.6588179104912704,1.9314577212394461,4.666700389926597,-2.543387559279683,1.754609929467953
2015-10-01 00:00:00,5.404181488101957,-2.914521098547844,1.9712483245405066,5.342311459745604,-2.6742698058823753,1.9453812323957886
2015-10-02 00:00:00,5.707360693848946,-2.9702013773879794,1.660972042448912,5.1634116141899025,-2.7573972210382633,2.4569454514978677
2015-10-03 00:00:00,5.548973197481978,-2.602561569558635,1.7850402219219028,5.274481993918894,-2.6359322127368134,1.8959664497293918
2015-10-04 00:00:00,5.0544995565707405,-2.553475280230104,2.0858599784689966,5.263776673093089,-2.5744110764699,2.2291439468269374
2015-10-05 00:00:00,4.562263450506257,-2.443409218637516,1.851175759251152,5.099012609792005,-2.6104856367905187,2.3991501070741914
2015-10-06 00:00:00,4.933293972292501,-2.495627032352517,1.7187018801051241,4.924023417401625,-2.674757460568489,2.156291208222623
2015-10-07 00:00:00,4.906109441605448,-2.610016376926567,1.9054778634778937,4.917672116034649,-2.6447449505151632,1.9118371589052126
2015-10-08 00:00:00,4.9523395242504655,-2.249398570777481,2.0546418739556054,4.97964834029074,-2.5037720753174093,1.5091298344901647
2015-10-09 00:00:00,4.247501382470137,-2.334500746168965,1.32801544200256,4.272309462029726,-2.562032473745247,1.1328010417363865
2015-10-10 00:00:00,4.595445571404846,-2.445489711801405,2.0631627674186155,4.3020142963154635,-2.5898439484923217,1.0334906943916973
2015-10-11 00:00:00,4.695558306055294,-2.238866228025586,2.1866427220033313,4.167571460923021,-2.6551255104759504,0.8086636920824387
2015-10-12 00:00:00,4.24182983877247,-2.423148479149354,2.3289535736533398,3.989994412577635,-2.6328201221290466,1.4681153878116586
2015-10-13 00:00:00,4.107001368998168,-2.533732446961667,2.1786090487070138,4.41638092485106,-2.5523530306564552,1.0564469603745286
2015-10-14 00:00:00,4.245519728397522,-2.503880722161918,1.5359996653556045,4.045792346652758,-2.328745930452937,1.2162042137216065
2015-10-15 00:00:00,4.270652177348223,-2.4822447909499874,1.819881791602661,3.5419685519661366,-2.32599079853911,1.4064033661011157
2015-10-16 00:00:00,4.164012815172937,-2.4198548775764745,1.646502816823185,3.88152710573726,-2.3465739162790107,1.516814162034242
2015-10-17 00:00:00,4.137944292356787,-2.060810289599384,1.8493312721936581,3.394778113673591,-2.2730637997716063,1.6137424314323985
2015-10-18 00:00:00,4.057119617751571,-2.095439575053277,1.7587146258059483,2.8564549968354322,-2.2295048604263865,1.811197165682789
2015-10-19 00:00:00,4.122810022735042,-2.567580436243258,1.8205202919441201,3.3730141652365733,-2.3180350925483957,1.576332565582205
2015-10-20 00:00:00,4.610523696197361,-2.470027357393848,1.5490100048647242,3.5035431580084953,-2.0982831218043416,1.5354952340482393
2015-10-21 00:00:00,3.5842688409571677,-2.4438480916943943,1.8289889357866354,3.6908857013298313,-2.1603722174091873,1.3975114440109007
2015-10-22 00:00:00,3.597548686058399,-2.422738069949577,1.4121470872924808,3.526758739723837,-2.1791412811561996,1.6969384135763133
2015-10-23 00:00:00,3.7354713784600837,-2.3746248098652485,2.1050536322259776,3.1009280033586215,-2.159320650574976,2.1067823120927924
2015-10-24 00:00:00,3.865856212762517,-2.380808073939948,2.5980650008454007,2.8443750848696796,-2.1630121608120247,1.5725846845147469
2015-10-25 00:00:00,3.724223973194835,-2.3881347998606586,2.7700248180041296,2.928726975382751,-2.0449199087216616,0.9688754899193149
2015-10-26 00:00:00,3.142552185233397,-2.2904537538233525,2.778972543182725,2.6867670673279496,-2.166912380790885,1.1501458304225192
2015-10-27 00:00:00,3.39594490999353,-2.3934641416153406,2.386707141097785,2.9641114340855275,-2.11860118715182,1.392048195167951
2015-10-28 00:00:00,4.03381200976113,-2.531694282671914,2.43675076630873,2.9377670190205527,-2.141457213139284,1.7641001229054476
2015-10-29 00:00:00,3.4274596017420804,-2.024825373575724,2.112349337558156,3.088508557915019,-2.076577299835487,1.7442070670504697
2015-10-30 00:00:00,3.7475990237423344,-2.216817953489637,1.4617954627147103,3.1783641405679814,-2.1409647166396137,1.8674881847340963
2015-10-31 00:00:00,3.592735079327987,-2.2338613429731904,1.8129934364823335,3.292584430604793,-2.197668555049874,2.0056508886142623
2015-11-01 00:00:00,3.555910110792096,-2.4927267909230397,1.9667626165552738,3.3922827608058497,-2.13562589465438,2.0545487509135496
2015-11-02 00:00:00,3.2106775073200575,-2.4354031430489513,1.7603028939314656,3.241132388390157,-2.1213743957166042,1.9564037488676944
2015-11-03 00:00:00,3.1740040359471315,-2.554814455185626,1.2751195933106447,3.251509040897529,-2.213487286978033,1.4144363290444832
2015-11-04 00:00:00,3.647516778861307,-2.5659650548184474,1.0825482585412554,3.261737427700453,-2.0853864235277593,1.278399377870399
2015-11-05 00:00:00,3.7724943052330175,-2.3364111926805875,0.5923759766002697,2.605104770190096,-2.042076224032662,1.2368355282407084
2015-11-06 00:00:00,4.214792148483005,-2.251537664199449,0.9864828367694434,2.858204984868978,-2.077116979018929,1.114972394780853
2015-11-07 00:00:00,4.371779753312604,-2.1694820993931336,0.5679200519666325,2.9163680454255823,-2.1338211212710774,1.0306891618924512
2015-11-08 00:00:00,4.259560146819636,-2.481050592276242,0.7791685739267746,3.0551275015159014,-2.1015588438150443,1.3083795918283512
2015-11-09 00:00:00,4.579589577570576,-2.132550706625366,0.612166729254534,2.6832090064542253,-2.049502347388849,1.0086949361421387
2015-11-10 00:00:00,4.413977217689174,-2.3573873283792985,0.308252548431586,2.6369222749728927,-2.2003658812912885,1.1183165256575172
2015-11-11 00:00:00,4.412335777291222,-2.0837746954436165,0.5566412582703449,2.3872251993791593,-2.1431246343294776,1.0901920656227488
2015-11-12 00:00:00,4.046232962828668,-1.9579979481830272,0.5693996342173,2.6759720529180915,-2.07433016619434,0.7958783886452118
2015-11-13 00:00:00,3.881011071854279,-1.9338558672387416,0.9301934334422185,2.3034591569651783,-2.278435704751705,0.5114230059260503
2015-11-14 00:00:00,3.4868140091715376,-2.149449234160098,0.545504230377343,2.1360995851874667,-2.2114620391836626,0.13633630751519565
2015-11-15 00:00:00,3.767110986287349,-2.145195121820274,0.3973207821026433,2.4137911262566036,-2.115872108472777,0.3640897169618842
2015-11-16 00:00:00,3.1943283538192246,-2.2446183945392892,-0.26960508423544693,2.2824253957003218,-2.051446711874095,0.3997766706108599
2015-11-17 00:00:00,3.472007791380875,-2.2354531298680342,-0.745387166384777,2.0818466257243444,-1.980947393358141,0.2312147967021076
2015-11-18 00:00:00,3.307609702489847,-2.2748662065597642,0.2516903347324766,2.472803935915091,-2.0254366844889065,-0.1714444785049296
2015-11-19 00:00:00,3.725018555483677,-2.6109527790145854,1.1363477293422921,2.7811176777664257,-2.1209955301506316,0.10189377020817103
2015-11-20 00:00:00,3.8796400631361276,-2.3201110360655726,1.095513715289391,2.941664265489316,-2.2604406290809083,0.14831568287404107
2015-11-21 00:00:00,4.467135433968404,-2.306780845212539,0.7075985092934465,3.0981258180977735,-2.1010323133167863,0.03619077332057846
2015-11-22 00:00:00,4.444038276612882,-2.3663624843369173,0.5989082484856045,2.862861083794626,-2.0126209817909144,-0.12144835786012065
2015-11-23 00:00:00,3.359333356661778,-2.4234551223873484,0.9763025528832812,2.6825758047923074,-1.8991849802230378,-0.05468405100353474
2015-11-24 00:00:00,3.207399535054361,-2.299294312760885,0.6964883919950865,2.3912513991657973,-1.9864044036608761,0.17803631496552846
2015-11-25 00:00:00,2.548351185885275,-2.428860562526469,0.7855662087750525,2.4283175999176794,-1.9059390034743005,0.1351358153616143
2015-11-26 00:00:00,2.3462167275027985,-2.7709453621854054,0.7413294541289105,2.2191547059252716,-2.059298985226576,-0.12806966735490932
2015-11-27 00:00:00,3.1812669599201366,-2.540533049024589,0.4599088928573439,2.0847628714162805,-2.112011227524473,-0.03204378541458569
2015-11-28 00:00:00,3.3742633531256994,-2.343321950114199,0.2546203256866242,2.3101569971219957,-2.053963831549246,0.3185877492328495
2015-11-29 00:00:00,2.8422754680882014,-2.3220688943839334,0.4519360422801433,2.6532116554168135,-1.9560814462690355,0.3131222390558798
2015-11-30 00:00:00,2.2719451146288856,-2.471989267362357,0.03018463560092821,2.644714550947993,-1.783619297166902,0.30986891473367134
2015-12-01 00:00:00,2.3562377375310697,-2.357808510729644,0.3426375681882984,3.0597458713927543,-1.832994807477893,0.20461170451192445
2015-12-02 00:00:00,1.783582403372646,-2.541142019809064,0.15724817259782936,2.584318589595944,-1.9253464424839624,-0.012566634633064566
2015-12-03 00:00:00,1.6167757434282513,-2.592999136215919,0.2816834318843991,1.889779288039251,-1.9953691067381225,-0.1815926439998112
2015-12-04 00:00:00,1.9723384816202405,-2.576711650209207,0.940820063202924,2.1298386955655584,-2.022678876111585,-0.47826397894849554
2015-12-05 00:00:00,2.6494074881286185,-2.293569398728486,0.725548582492354,1.8650544303046912,-1.7742265785410745,-0.051333207524543206
2015-12-06 00:00:00,2.8742072000714676,-2.2801836613809408,1.0551069226229035,1.8062411128992941,-1.721020619326135,0.09260511142914321
2015-12-07 00:00:00,1.5802704802151544,-2.2785325797913605,0.05586267747457091,1.33431375144116,-1.64747150566927,0.10815070009994658
2015-12-08 00:00:00,1.8988163692389937,-1.9035050110106004,-0.09526458399450749,1.2217311622767308,-1.7109016062255118,0.16074211395232238
2015-12-09 00:00:00,2.01199039219369,-1.8739329449311077,0.014912743905700687,0.961626056150542,-1.7343283565548402,0.20411763318385884
2015-12-10 00:00:00,2.2614994356217224,-1.8528242179067935,0.96541655802617,1.0533585744097964,-1.6875336343424783,-0.0025572144668744162
2015-12-11 00:00:00,3.054621630877449,-1.9349040094705832,-0.11406549321724524,1.1231083235222834,-1.756043501886584,-0.07347779618310575
2015-12-12 00:00:00,1.7633803217160982,-2.0203810948754968,-0.0703164362729668,1.30228084695678,-1.7862357166022205,-0.16498018349068921
2015-12-13 00:00:00,1.5355676725732905,-2.2848097129693743,0.6721437723405943,1.7574936937039327,-1.8406677261290059,0.42613390790148453
2015-12-14 00:00:00,1.9653322653895096,-2.0649852409079137,0.19329586517235742,1.9400712881305884,-1.8599462803575464,0.5414275496055527
2015-12-15 00:00:00,1.162020162532853,-1.9702068172297507,0.09327386095405568,1.4049654237375124,-1.8289896523488238,0.4346838620378391
2015-12-16 00:00:00,2.12814524629391,-1.974959871888804,0.262021198483289,1.6485630460004501,-1.8820134956686132,0.6301160411337776
2015-12-17 00:00:00,2.274099855918577,-1.9704025048376765,0.31550247301729095,1.684036269385657,-1.8216907035156984,0.7521459081240904
2015-12-18 00:00:00,2.617773003710414,-1.8657625888293563,0.9655691634484227,1.644615159538465,-1.7750830136745235,0.22068602479414134
2015-12-19 00:00:00,2.148745558568021,-2.0414818748162826,0.9406684222585217,1.635640794005213,-1.7811527274216705,0.09116328691634981
2015-12-20 00:00:00,2.4850403053874834,-2.060881824207197,1.2936155726430294,1.6997875744201036,-1.84471525174105,0.041930447292998205
2015-12-21 00:00:00,2.84474337405078,-2.1307729582888966,0.8180728117664975,1.4583949560783456,-1.8065590540498633,0.16133273230392292
2015-12-22 00:00:00,2.6927573661271924,-1.8752502098416501,0.3062709384811296,1.4381440099421483,-1.8341727129709677,0.04185579159502488
2015-12-23 00:00:00,2.5726910393840585,-1.7797909452526477,0.14174010809943652,1.8792560509492506,-1.8034146857543178,-0.0174445956732487
2015-12-24 00:00:00,2.4927253925007413,-2.0252356945415637,-0.3516510029067246,1.5796793665448023,-1.6804241340856663,-0.15760810695332914
2015-12-25 00:00:00,1.91693736436645,-2.1360533885415385,-0.07000921067006705,1.235785770381229,-1.8110963331066596,0.13502848995152184
2015-12-26 00:00:00,1.8135319725760013,-2.0771667037229893,-0.20021506245098114,1.3085602547588187,-1.5808083552392802,-0.3080259712613917
2015-12-27 00:00:00,1.7334360916347564,-2.067833179999924,-0.3999524737314613,0.9854698726041797,-1.6231707726148248,-0.37249978130493827
2015-12-28 00:00:00,1.8995131517261752,-2.1482324318822417,-0.1240403822924911,0.5242671593907435,-1.6079308797140126,-0.8107431503423939
2015-12-29 00:00:00,2.27392094730165,-1.8731464794984212,-0.5037182991000477,0.6691700691325609,-1.7111791526354732,-0.9207336026519978
2015-12-30 00:00:00,1.7013834407646637,-1.8340519356734863,-0.11744918929519865,1.4335792920304469,-1.6016402785382207,-0.6291497411418719
2015-12-31 00:00:00,1.661233894598901,-1.78806037260512,-0.2615229553421168,1.4692485943491231,-1.6450812794246699,-0.40232913633874184
2016-01-01 00:00:00,2.865073119327725,-1.8955726885273407,0.7867312462092901,2.118842467642358,-1.6328271815131352,0.14418448326639
2016-01-02 00:00:00,2.553766527641346,-1.8104834060674035,0.6629681013375507,1.3010540901708103,-1.6925562676646537,0.618817334980629
2016-01-03 00:00:00,2.297632646118052,-1.865828228159417,0.8110456211331996,1.696107710466026,-1.7073364409232399,1.057480057080057
2016-01-04 00:00:00,2.4120896863295735,-1.8957556292513533,0.8231651529756747,1.8595145093230698,-1.6544926753662808,0.9105096976586144
2016-01-05 00:00:00,2.698313387375143,-1.824598749933777,0.9771427121652088,1.68632283289228,-1.6383248197550042,0.9121508586073722
2016-01-06 00:00:00,2.666956451246378,-1.9996612103174143,0.9459389829389322,1.891737608388612,-1.64538909427178,0.6739679111783228
2016-01-07 00:00:00,3.0626073082097554,-1.8058365653471222,0.46017583251778815,2.0455305806552695,-1.7072869492577747,0.8731369764928142
2016-01-08 00:00:00,3.2273634633490182,-1.803688070848861,0.8009870503188622,1.6771740322242552,-1.7554770967225026,0.3851517827142258
2016-01-09 00:00:00,3.360475504788253,-1.6985810531185614,0.7693835812014127,1.9558340266381762,-1.7645632256751127,1.0840530016200634
2016-01-10 00:00:00,3.377561071064774,-1.8423871842433481,1.0070113926685396,2.5153323310110087,-1.6991946178898594,1.3866349653539531
2016-01-11 00:00:00,4.014448419531435,-1.9342230777743543,1.1736473036212953,2.3710782909731596,-1.6373412725990937,0.7689125879662537
2016-01-12 00:00:00,3.6294904090772917,-2.025843839192335,0.8483567204870917,2.008047970030374,-1.5829333653944895,0.45138916491450237
2016-01-13 00:00:00,2.6791358427770198,-1.9660863167424267,0.5445749461874643,2.0160285558516997,-1.6032736289032428,0.6616918618435822
2016-01-14 00:00:00,3.2813127283716863,-1.9400257518137833,0.8328513452396265,2.447625816707714,-1.5901042626700106,0.5406505027153191
2016-01-15 00:00:00,2.972611396855781,-1.9738243801707633,0.7324130420593699,1.9222248657169463,-1.6225813377580485,0.7846752504963702
2016-01-16 00:00:00,2.9557557080283625,-2.059587236363137,1.0898793279594863,2.276227815491261,-1.7708266330175801,0.6296479886981151
2016-01-17 00:00:00,3.423812111192845,-2.1603336358289065,0.9728203507142167,2.0204275604455266,-1.7680786813777063,1.2377105418361176
2016-01-18 00:00:00,2.6175653661973532,-2.114215942178611,1.3143093764317622,2.220761446192343,-1.7816817952857091,1.1181989327364434
2016-01-19 00:00:00,2.143657225832523,-2.1296878011333695,1.358947289324276,2.0268935322341286,-1.8522842552514935,1.9733338601409667
2016-01-20 00:00:00,1.6424245905803576,-2.1745259266793617,1.344494074884472,1.8771763621115316,-1.8709656756121669,1.914159114896978
2016-01-21 00:00:00,1.6013147669059506,-1.9278656369020974,1.098358549691774,2.7069898491083286,-1.824368409819362,1.0960073397503591
2016-01-22 00:00:00,2.0870057597052645,-1.946611050037213,1.1319843909446514,2.005766764314759,-1.912024451599725,1.8509499769345088
2016-01-23 00:00:00,2.49193971825893,-1.7701233879102252,1.4939306676354684,2.3482101139535847,-1.9438374729110794,2.026589274933312
2016-01-24 00:00:00,2.6969040464722425,-1.895877951719895,1.3285203442209474,3.2037096014046207,-1.7362907564290024,1.8663151130070301
2016-01-25 00:00:00,2.1667807268059023,-1.8781127821944232,1.4078546736181012,3.3589563986999877,-1.9109909863703252,1.8483830026546748
2016-01-26 00:00:00,1.4196032870611328,-1.9137069174485515,1.3026038064140815,2.500122169126991,-1.8939633508329097,1.086013699668599
2016-01-27 00:00:00,1.8169720878946674,-2.2216763273374203,1.2516251740524929,1.8690093482009937,-1.9927612269197266,0.2663521916427528
2016-01-28 00:00:00,1.903222895472307,-1.9241303076294933,1.7469378856609423,1.6472263924025325,-2.0217340346107107,0.3564700902148117
2016-01-29 00:00:00,2.3309241395982236,-1.9689068030057106,1.9434511879878427,1.9135687212378887,-1.9784979938072023,0.9680707936777309
2016-01-30 00:00:00,2.7390822404967365,-1.8433194891502958,1.717278070351183,2.133867838482492,-2.0355182635186875,1.021699934641758
2016-01-31 00:00:00,2.818116517119241,-2.024353354763226,1.5915345560835594,1.5912863466397866,-1.8947421142850116,1.5299340172744726
2016-02-01 00:00:00,3.1152971211168747,-2.053505438836486,1.1796770718791207,1.3764597190447345,-1.7004277429839887,1.7261672734269276
